Cwa,Credits,Study Hours,Difficulty,Scores
62,2,15,2,49
62,2,33.75,5,70
62,2,15,2,52
62,1,15,3,54
62,3,18.75,2,64
62,2,41.25,4,71
62,1,11.25,2,70
63,4,11.25,1,74
63,4,18.75,5,56
63,4,11.25,4,52
63,4,30,5,66
63,3,18.75,1,65
63,4,11.25,1,65
62,3,18.75,2,66
62,1,15,4,55
62,3,30,5,64
62,2,18.75,4,54
62,2,22.5,2,67
62,1,22.5,4,60
62,2,15,1,69
62,2,18.75,3,54
62,3,15,3,58
62,1,52.5,4,71
64,1,15,1,53
64,4,15,1,72
64,1,52.5,5,63
64,4,18.75,1,57
64,3,11.25,3,73
64,4,18.75,3,67
64,4,22.5,4,56
60,2,18.75,1,67
60,2,22.5,1,66
60,3,15,1,59
60,1,22.5,1,52
60,3,15,1,57
60,1,11.25,1,52
60,2,18.75,1,52
60,1,15,2,70
60,4,45,4,62
62,2,22.5,3,68
62,3,11.25,3,61
62,3,22.5,1,54
62,1,15,1,67
62,2,22.5,5,59
62,3,18.75,2,68
62,1,22.5,4,57
62,1,18.75,3,65
61,3,45,5,60
61,1,15,3,63
61,1,18.75,2,61
61,2,15,4,50
61,1,15,1,64
61,2,45,4,73
61,2,52.5,4,66
61,3,18.75,3,58
61,4,22.5,3,57
61,1,48.75,4,72
62,1,11.25,1,61
62,1,11.25,3,68
62,2,11.25,1,54
62,1,11.25,3,70
62,2,18.75,1,49
62,1,15,3,53
62,1,18.75,5,54
62,2,41.25,5,65
62,1,18.75,5,55
62,1,18.75,2,72
62,2,22.5,1,65
62,3,18.75,3,72
61,1,52.5,4,62
61,1,18.75,3,66
61,1,22.5,1,55
61,1,15,2,71
61,1,11.25,3,64
61,2,41.25,5,60
61,2,18.75,1,50
61,1,30,4,61
61,1,18.75,1,71
61,1,30,5,58
61,2,18.75,1,69
61,3,18.75,2,57
62,1,22.5,3,55
62,2,15,2,61
62,2,11.25,3,51
62,2,18.75,2,62
62,1,22.5,3,69
62,1,15,1,73
62,1,22.5,1,53
62,3,15,2,69
62,1,11.25,1,64
62,3,11.25,1,53
62,3,15,2,68
62,1,18.75,3,69
64,2,22.5,1,60
64,2,18.75,3,64
64,2,18.75,3,73
64,1,22.5,4,56
64,3,22.5,5,66
64,1,18.75,4,52
64,1,18.75,2,67
64,3,15,3,58
64,1,15,1,56
64,3,48.75,5,73
60,3,22.5,4,48
60,3,37.5,5,71
60,3,18.75,3,57
60,3,15,2,55
60,2,15,3,70
60,2,37.5,4,63
64,1,30,5,62
64,1,15,3,52
64,3,15,3,71
64,3,18.75,1,54
64,1,11.25,2,63
64,1,18.75,2,69
64,2,15,4,59
64,3,45,4,67
64,1,18.75,3,67
64,3,18.75,2,69
63,4,22.5,4,56
63,4,45,4,66
63,2,22.5,1,58
63,3,30,5,75
63,4,15,3,66
63,3,18.75,2,57
63,1,15,1,66
63,3,22.5,3,60
60,3,11.25,2,72
60,3,22.5,2,55
60,2,11.25,1,68
60,4,18.75,4,53
60,3,15,4,51
60,2,15,3,60
60,1,48.75,4,73
60,2,22.5,1,62
62,4,15,2,65
62,3,18.75,3,70
62,3,22.5,4,56
62,2,22.5,3,63
62,4,18.75,1,63
62,3,22.5,3,54
60,2,15,2,64
60,1,11.25,3,58
60,1,41.25,4,63
60,1,15,1,54
60,2,48.75,4,59
60,1,15,1,45
60,4,11.25,1,63
60,2,33.75,5,62
60,2,18.75,3,67
60,4,15,1,62
60,3,18.75,2,52
60,2,11.25,1,60
60,2,30,4,52
60,3,22.5,4,47
60,4,15,1,69
60,4,30,4,55
60,4,18.75,3,69
60,3,15,1,56
60,2,45,4,67
61,1,18.75,2,75
61,3,11.25,5,56
61,1,18.75,4,57
61,2,18.75,1,61
61,1,15,3,57
61,1,11.25,2,55
61,2,18.75,3,60
61,3,18.75,2,67
61,3,22.5,1,60
61,2,15,3,61
64,1,18.75,2,61
64,2,22.5,3,64
64,1,15,2,58
64,1,11.25,3,55
64,1,33.75,4,74
64,2,45,4,71
64,1,18.75,3,71
64,1,18.75,1,70
64,1,18.75,3,62
64,3,22.5,3,61
64,2,22.5,2,60
64,1,18.75,1,60
64,1,15,2,70
64,2,18.75,3,69
64,1,22.5,4,56
64,1,18.75,2,73
64,2,22.5,1,69
64,1,18.75,2,53
64,2,11.25,2,59
64,1,48.75,5,72
64,1,15,2,58
64,1,26.25,5,75
64,2,15,3,56
64,3,18.75,2,63
64,3,18.75,3,66
64,3,15,3,57
64,1,11.25,2,55
64,2,52.5,4,72
64,3,11.25,1,69
64,1,22.5,1,59
64,2,15,1,61
64,2,22.5,5,65
64,1,18.75,5,57
64,3,15,2,68
62,1,22.5,5,61
62,3,18.75,1,59
62,3,18.75,3,53
62,2,18.75,2,55
62,2,18.75,1,61
62,2,48.75,5,65
62,1,15,5,57
62,4,18.75,2,60
62,4,26.25,4,76
62,1,26.25,5,66
60,2,18.75,2,57
60,3,45,5,58
60,1,33.75,4,64
60,1,18.75,1,62
60,3,18.75,1,51
60,1,45,5,71
60,1,18.75,1,72
60,2,18.75,2,63
60,1,37.5,5,72
60,1,22.5,2,56
60,2,18.75,2,58
63,3,18.75,1,62
63,3,26.25,5,60
63,2,11.25,4,52
63,2,11.25,2,60
63,4,15,2,71
63,4,30,5,65
61,1,22.5,3,54
61,1,30,4,68
61,2,22.5,2,66
61,2,30,4,65
61,1,18.75,1,71
61,4,15,2,62
61,4,18.75,3,50
61,1,18.75,2,72
60,2,41.25,4,72
60,1,15,2,52
60,3,18.75,2,53
60,1,45,4,62
60,2,37.5,4,63
60,1,30,4,64
60,1,15,2,58
60,1,37.5,5,69
60,2,22.5,1,60
60,3,15,3,57
60,1,18.75,2,58
60,1,41.25,5,57
60,1,52.5,5,65
60,2,41.25,4,67
60,2,41.25,4,65
60,3,15,1,61
60,1,45,5,69
60,3,11.25,3,50
60,3,15,1,68
60,3,15,5,48
63,1,26.25,5,72
63,2,45,4,65
63,1,48.75,5,70
63,1,33.75,5,74
63,3,18.75,1,74
63,3,18.75,5,56
63,2,18.75,1,56
63,3,11.25,4,53
62,3,11.25,3,62
62,2,52.5,5,68
62,4,15,3,66
62,3,18.75,4,51
62,1,22.5,2,53
62,1,22.5,3,61
62,3,26.25,4,59
62,3,18.75,3,70
63,3,18.75,5,55
63,1,15,5,55
63,1,15,3,59
63,1,11.25,2,55
63,2,18.75,3,62
63,3,18.75,3,62
63,2,15,1,68
63,3,18.75,3,59
63,3,18.75,1,65
63,4,48.75,5,74
62,2,18.75,3,69
62,4,52.5,4,61
62,3,15,2,61
62,4,18.75,1,67
62,2,26.25,5,58
62,2,18.75,2,49
62,3,15,3,61
62,2,37.5,5,66
62,1,22.5,1,72
62,3,45,5,65
62,3,22.5,1,51
62,3,30,4,71
62,3,22.5,5,71
62,1,18.75,1,55
62,3,22.5,4,56
62,3,11.25,1,65
62,2,18.75,3,50
64,3,22.5,2,68
64,1,18.75,1,59
64,1,41.25,5,60
64,2,26.25,4,66
64,3,18.75,3,71
64,3,15,5,53
64,4,30,5,66
64,1,33.75,4,60
63,2,48.75,4,72
63,1,37.5,4,62
63,2,30,4,71
63,2,18.75,2,51
63,1,22.5,2,58
63,2,52.5,5,67
63,3,22.5,3,58
63,3,22.5,1,64
60,1,41.25,4,69
60,1,15,3,63
60,2,22.5,3,53
60,1,18.75,1,69
60,1,30,4,61
60,2,15,2,57
60,3,18.75,5,53
60,1,15,1,56
60,1,45,4,64
60,3,18.75,2,66
62,3,18.75,2,47
62,2,11.25,1,66
62,2,11.25,1,68
62,2,18.75,3,47
62,4,15,1,68
62,3,18.75,2,62
62,3,45,4,64
62,4,22.5,3,68
60,4,22.5,1,70
60,3,22.5,4,51
60,2,33.75,4,66
60,2,18.75,2,61
60,2,33.75,5,55
60,1,15,1,64
60,3,15,2,53
63,1,30,4,68
63,3,11.25,3,63
63,4,22.5,3,65
63,2,26.25,5,60
63,2,48.75,5,71
63,2,22.5,2,58
63,4,11.25,3,62
63,3,15,3,52
63,3,11.25,2,70
62,2,11.25,3,69
62,1,15,1,62
62,3,33.75,5,59
62,3,26.25,4,65
62,2,11.25,3,58
62,4,30,4,66
62,1,15,3,64
62,4,18.75,3,53
62,1,30,5,71
62,3,11.25,3,63
61,2,26.25,4,60
61,2,18.75,2,60
61,1,15,1,73
61,2,22.5,2,66
61,3,15,1,66
61,1,22.5,5,67
61,4,18.75,5,55
61,3,18.75,5,55
62,2,15,4,59
62,3,15,1,71
62,3,18.75,4,54
62,1,22.5,1,77
62,1,22.5,5,56
62,2,11.25,2,69
62,1,18.75,3,72
62,3,15,3,57
62,3,15,5,57
61,1,15,1,62
61,1,41.25,4,64
61,1,48.75,4,70
61,1,18.75,1,65
61,1,33.75,5,67
61,1,22.5,1,56
61,2,15,4,54
61,2,52.5,5,67
61,3,15,1,59
61,2,22.5,3,55
61,2,15,2,63
61,1,37.5,4,59
63,4,22.5,3,65
63,4,18.75,1,75
63,2,22.5,2,53
63,4,11.25,2,59
63,2,11.25,1,59
63,3,22.5,4,59
60,3,41.25,5,66
60,3,22.5,4,59
60,1,11.25,1,69
60,2,11.25,1,63
60,1,15,1,69
60,3,18.75,2,49
60,1,15,4,52
60,1,15,4,50
60,1,30,4,61
60,2,18.75,2,65
60,2,15,3,68
60,3,48.75,5,55
62,3,15,1,65
62,1,33.75,5,69
62,2,18.75,1,55
62,1,22.5,2,66
62,2,18.75,2,50
62,3,15,3,73
62,3,18.75,2,51
62,1,48.75,5,64
62,4,22.5,1,68
62,4,22.5,1,60
61,4,22.5,2,52
61,2,15,3,63
61,4,11.25,3,63
61,4,18.75,2,60
61,2,22.5,2,72
61,2,22.5,3,58
61,2,11.25,2,67
61,3,48.75,4,71
61,3,15,2,58
61,2,15,4,55
61,2,11.25,5,54
61,1,18.75,3,75
61,3,15,5,55
61,1,22.5,3,60
61,2,18.75,1,67
61,3,22.5,5,60
61,3,15,3,54
61,1,52.5,4,65
61,1,22.5,5,56
61,1,26.25,4,69
61,2,18.75,1,54
61,2,15,5,57
61,1,18.75,2,67
61,1,15,3,74
61,3,22.5,5,58
61,3,11.25,3,66
61,1,33.75,4,72
62,3,15,2,63
62,1,18.75,3,55
62,1,18.75,2,68
62,2,18.75,2,55
62,3,37.5,5,66
62,4,22.5,2,62
62,2,15,1,67
62,2,11.25,3,65
62,1,11.25,1,48
62,1,26.25,5,59
63,2,15,3,58
63,1,15,5,55
63,1,15,1,68
63,2,18.75,2,68
63,2,26.25,5,66
63,1,30,4,65
63,3,22.5,3,67
63,2,26.25,5,64
63,1,30,5,63
63,2,22.5,1,58
63,1,15,2,63
63,1,11.25,1,54
61,2,22.5,3,70
61,1,45,5,58
61,4,18.75,1,67
61,1,18.75,2,59
61,4,11.25,1,53
61,2,52.5,4,60
61,1,22.5,2,72
61,2,15,4,50
61,1,37.5,4,67
60,3,37.5,5,70
60,3,22.5,1,63
60,2,30,4,57
60,2,22.5,4,56
60,4,22.5,1,56
60,2,18.75,1,53
60,2,15,2,64
60,3,22.5,2,59
61,1,18.75,3,72
61,2,41.25,4,68
61,1,26.25,5,60
61,3,15,1,54
61,2,15,1,67
61,3,15,3,54
61,1,33.75,4,59
61,4,41.25,5,61
61,1,22.5,1,53
61,4,22.5,5,64
61,1,30,4,63
62,1,15,1,58
62,2,48.75,5,60
62,3,15,2,64
62,1,15,3,63
62,1,33.75,5,65
62,3,22.5,4,55
62,2,18.75,3,67
62,1,37.5,4,70
62,2,15,1,62
62,1,15,3,52
62,1,22.5,5,63
62,3,33.75,5,62
62,1,22.5,2,65
62,2,18.75,1,59
62,1,41.25,4,62
62,1,22.5,5,55
62,1,30,5,59
62,2,11.25,1,51
62,3,15,1,71
62,2,15,1,70
61,1,15,1,65
61,1,18.75,2,46
61,2,26.25,5,68
61,2,15,2,67
61,1,22.5,4,53
61,2,18.75,1,55
61,2,18.75,1,52
61,3,15,3,66
61,1,15,1,55
61,2,18.75,3,68
60,1,15,1,68
60,1,22.5,3,67
60,3,45,5,60
60,3,18.75,5,52
60,1,22.5,1,67
60,2,18.75,2,60
60,2,15,3,60
60,1,11.25,3,55
60,1,30,4,68
60,1,18.75,1,59
60,1,22.5,1,52
60,3,45,4,63
60,1,18.75,2,54
60,1,30,5,62
60,1,15,1,71
60,2,15,5,52
60,4,11.25,2,71
60,2,22.5,5,51
60,4,11.25,4,52
60,3,15,1,64
62,2,26.25,4,65
62,3,11.25,2,62
62,3,37.5,4,65
62,4,22.5,4,59
62,3,37.5,4,69
62,4,22.5,1,59
62,3,15,1,58
63,2,18.75,3,59
63,1,18.75,3,56
63,2,18.75,2,52
63,2,15,3,54
63,2,18.75,3,53
63,2,11.25,1,68
63,4,26.25,5,70
63,1,41.25,4,76
63,1,18.75,3,73
63,2,15,3,64
63,1,15,3,75
64,4,18.75,1,56
64,3,15,4,56
64,4,22.5,3,74
64,2,22.5,1,66
64,2,18.75,3,59
64,2,41.25,5,75
60,4,15,2,54
60,4,18.75,2,65
60,4,15,2,51
60,4,45,4,69
60,2,15,2,63
60,1,22.5,3,70
60,3,52.5,5,56
60,1,18.75,2,57
64,3,22.5,3,59
64,3,41.25,5,72
64,3,22.5,3,67
64,4,45,4,70
64,3,22.5,1,60
64,3,22.5,5,60
64,3,22.5,1,59
64,1,15,4,59
62,1,11.25,1,66
62,3,22.5,1,58
62,2,22.5,2,52
62,1,22.5,4,57
62,2,15,1,64
62,2,11.25,2,70
62,3,18.75,1,66
62,1,15,2,51
62,1,18.75,1,62
62,1,15,3,51
62,1,18.75,1,73
62,1,15,3,73
61,2,18.75,1,50
61,1,18.75,4,52
61,4,18.75,1,71
61,3,33.75,4,60
61,2,18.75,1,60
61,1,15,1,66
61,4,22.5,3,61
61,3,22.5,3,67
61,4,22.5,4,54
60,3,48.75,4,52
60,3,18.75,3,64
60,2,45,5,66
60,2,11.25,1,59
60,3,18.75,3,67
60,3,11.25,1,63
60,4,11.25,3,53
63,3,15,4,56
63,2,48.75,4,65
63,1,18.75,4,63
63,2,11.25,5,56
63,1,15,2,67
63,3,30,5,66
63,3,22.5,4,64
63,1,18.75,3,70
63,3,15,2,66
63,1,45,4,68
63,1,18.75,1,72
63,2,41.25,4,64
63,3,22.5,2,60
63,3,45,4,64
63,1,18.75,5,56
63,3,22.5,5,52
63,1,15,2,54
63,1,26.25,4,72
63,4,18.75,3,70
61,1,18.75,3,50
61,2,26.25,4,59
61,1,18.75,1,55
61,1,15,3,70
61,2,37.5,5,63
61,2,22.5,3,70
61,3,18.75,2,62
61,2,37.5,5,68
61,3,18.75,2,51
61,1,30,5,57
61,1,15,2,59
61,3,11.25,3,64
61,4,18.75,4,46
61,2,30,4,63
61,4,22.5,1,67
61,1,15,3,59
61,1,18.75,1,67
61,2,33.75,4,68
61,4,18.75,1,64
60,3,18.75,2,72
60,3,11.25,3,50
60,1,22.5,5,69
60,1,18.75,3,65
60,2,11.25,2,55
60,3,18.75,2,52
60,1,15,3,60
60,2,48.75,4,70
60,1,22.5,3,54
60,3,11.25,2,63
60,3,18.75,3,57
60,3,18.75,1,51
60,3,26.25,4,63
60,2,15,2,54
60,3,11.25,3,62
60,4,15,1,66
61,3,11.25,3,64
61,1,30,5,65
61,1,15,1,51
61,3,22.5,5,56
61,1,33.75,5,62
61,1,37.5,5,60
61,1,11.25,4,55
61,2,22.5,4,71
61,1,22.5,1,54
61,3,18.75,2,53
61,1,22.5,3,70
61,3,15,1,67
60,4,18.75,3,63
60,4,18.75,3,57
60,2,15,4,48
60,4,22.5,2,56
60,3,18.75,3,65
60,3,22.5,2,59
60,4,30,4,67
63,1,15,1,64
63,2,11.25,2,56
63,2,33.75,4,62
63,1,52.5,5,73
63,2,11.25,2,57
63,2,41.25,4,72
63,1,18.75,1,60
63,2,26.25,4,65
63,1,30,5,70
63,1,18.75,1,69
63,1,33.75,4,69
63,3,11.25,5,56
62,4,18.75,2,58
62,1,18.75,1,67
62,4,30,4,62
62,4,15,2,63
62,4,22.5,3,69
62,3,15,2,54
64,1,22.5,5,61
64,2,15,2,64
64,2,45,5,74
64,1,22.5,1,65
64,1,41.25,4,72
64,2,18.75,1,69
64,1,30,5,64
64,1,11.25,3,59
64,1,22.5,1,62
64,1,22.5,2,62
64,3,18.75,4,55
61,4,37.5,5,59
61,1,22.5,1,67
61,4,15,1,55
61,1,22.5,1,52
61,2,15,3,55
61,3,15,1,65
61,1,41.25,5,66
61,1,15,1,69
61,1,22.5,2,67
61,4,22.5,1,60
61,2,33.75,4,71
61,1,22.5,3,72
61,1,22.5,5,52
61,1,41.25,5,69
61,1,15,4,54
61,1,18.75,2,67
61,1,41.25,4,58
61,1,18.75,2,52
61,3,18.75,3,53
61,4,52.5,5,58
61,4,18.75,2,65
61,1,15,5,50
61,3,15,3,72
64,3,18.75,3,51
64,3,22.5,1,70
64,1,11.25,4,52
64,3,37.5,5,63
64,2,15,1,65
64,3,41.25,4,64
64,1,41.25,4,73
64,3,18.75,2,72
63,1,45,4,71
63,1,15,3,55
63,1,22.5,3,55
63,2,15,1,68
63,1,11.25,5,51
63,2,48.75,4,68
63,1,18.75,5,56
63,2,18.75,3,52
63,2,26.25,4,68
63,2,15,3,71
63,1,15,5,56
63,1,18.75,3,73
62,3,22.5,5,55
62,2,18.75,1,72
62,2,11.25,1,64
62,4,22.5,2,70
62,2,22.5,3,49
62,3,15,3,59
64,1,15,3,72
64,2,18.75,5,57
64,3,15,4,59
64,3,18.75,1,56
64,1,37.5,5,77
64,1,45,4,70
64,1,18.75,5,54
64,1,18.75,2,77
64,2,15,4,59
64,3,26.25,4,77
64,3,22.5,2,62
63,1,45,5,67
63,1,22.5,2,58
63,3,52.5,5,71
63,1,18.75,3,55
63,3,18.75,3,57
63,1,15,2,72
63,2,15,1,59
63,2,15,1,72
63,2,18.75,3,60
63,2,15,1,64
63,4,45,4,63
63,2,11.25,3,56
60,2,11.25,1,65
60,3,30,4,65
60,1,18.75,1,69
60,1,15,1,65
60,2,11.25,3,59
60,1,15,3,50
60,3,26.25,4,55
60,3,11.25,1,56
60,1,45,5,60
60,1,22.5,3,62
60,1,41.25,5,59
60,1,22.5,1,51
60,2,30,5,69
60,2,18.75,2,58
60,3,22.5,3,53
60,3,15,1,69
60,1,18.75,1,51
60,1,18.75,3,56
60,1,11.25,2,70
60,3,11.25,2,57
62,1,30,4,67
62,1,15,2,69
62,1,26.25,5,56
62,2,15,5,52
62,3,15,2,49
62,2,26.25,4,66
62,3,11.25,3,70
62,2,30,4,63
62,3,18.75,2,66
62,2,22.5,3,55
62,4,18.75,2,67
60,2,11.25,3,64
60,1,11.25,3,58
60,1,41.25,5,67
60,2,15,3,50
60,4,37.5,4,69
60,2,18.75,1,63
60,4,22.5,1,50
60,1,41.25,5,64
61,3,18.75,5,53
61,2,15,2,60
61,3,15,1,61
61,4,11.25,5,50
61,4,18.75,2,61
61,2,33.75,5,72
61,4,33.75,4,73
60,2,41.25,5,56
60,2,18.75,2,56
60,1,15,2,52
60,3,26.25,5,58
60,2,52.5,4,64
60,2,11.25,1,62
60,3,18.75,1,70
60,3,15,3,63
60,2,22.5,2,55
60,3,18.75,1,56
64,1,18.75,1,56
64,1,41.25,4,69
64,3,18.75,2,67
64,2,48.75,5,69
64,2,15,4,57
64,1,15,4,58
64,1,22.5,2,62
64,2,18.75,5,50
64,1,48.75,4,67
64,3,15,2,73
64,1,18.75,3,68
62,4,18.75,2,58
62,4,41.25,5,59
62,2,18.75,2,71
62,2,15,2,72
62,4,15,1,57
62,2,30,5,72
62,3,22.5,4,58
62,3,33.75,4,60
62,4,15,3,65
62,4,18.75,2,69
62,4,18.75,1,52
62,3,30,4,59
62,2,41.25,4,58
62,3,18.75,3,69
60,1,37.5,5,55
60,1,11.25,3,58
60,1,11.25,2,71
60,1,15,1,58
60,2,11.25,2,70
60,2,15,3,61
60,3,41.25,4,59
60,1,18.75,3,50
60,1,15,3,49
60,3,33.75,5,63
60,3,33.75,4,57
61,3,26.25,5,57
61,4,18.75,3,63
61,4,15,1,71
61,4,18.75,4,48
61,3,45,5,66
61,4,15,1,61
62,1,18.75,2,59
62,1,18.75,1,53
62,1,30,5,62
62,3,22.5,1,70
62,2,18.75,2,54
62,2,15,1,62
62,1,18.75,4,54
62,1,18.75,1,60
62,2,15,1,66
62,1,15,5,52
62,2,33.75,4,70
60,4,30,4,58
60,2,41.25,5,58
60,3,18.75,2,64
60,4,18.75,2,57
60,1,18.75,2,66
60,1,48.75,4,70
60,3,37.5,4,58
64,1,15,2,66
64,2,30,5,71
64,3,15,1,69
64,3,15,1,66
64,2,22.5,4,60
64,1,18.75,3,52
64,1,18.75,4,55
64,1,22.5,2,52
64,1,22.5,1,68
64,1,26.25,5,63
62,4,15,1,72
62,4,22.5,2,58
62,2,15,3,63
62,2,22.5,5,58
62,1,18.75,2,63
62,3,18.75,4,55
60,4,22.5,3,60
60,4,18.75,2,61
60,2,15,5,48
60,2,18.75,1,63
60,3,26.25,5,63
60,2,22.5,4,54
60,2,26.25,4,61
60,2,18.75,1,67
60,1,15,3,52
60,1,11.25,2,52
60,1,22.5,5,53
60,1,15,4,51
60,1,15,2,52
60,2,11.25,1,59
60,1,41.25,4,62
60,1,37.5,4,67
60,2,52.5,5,70
60,2,15,3,60
60,2,15,3,54
60,3,45,4,68
64,2,15,5,57
64,1,15,3,71
64,4,18.75,1,51
64,1,26.25,5,64
64,3,22.5,2,72
64,1,22.5,1,66
64,4,18.75,1,74
64,1,11.25,4,54
62,3,15,3,64
62,3,18.75,2,58
62,4,18.75,2,57
62,2,22.5,1,62
62,2,22.5,2,61
62,2,18.75,3,75
62,4,11.25,2,64
62,2,15,1,59
61,3,37.5,5,62
61,3,18.75,1,70
61,3,18.75,2,53
61,4,15,1,66
61,4,11.25,5,55
61,3,41.25,4,61
61,1,22.5,4,57
63,4,11.25,5,54
63,2,22.5,4,57
63,3,15,4,58
63,3,18.75,2,73
63,1,18.75,2,54
63,3,37.5,5,74
63,1,11.25,2,69
63,4,18.75,4,56
63,3,18.75,1,73
61,1,18.75,3,66
61,1,22.5,5,46
61,2,22.5,1,53
61,1,37.5,5,55
61,1,15,3,65
61,2,15,2,51
61,3,15,2,53
61,4,30,5,69
61,1,26.25,5,53
61,3,11.25,2,70
61,3,52.5,5,68
60,1,11.25,1,56
60,1,37.5,5,68
60,2,33.75,5,68
60,3,15,2,60
60,3,18.75,3,59
60,1,15,2,59
60,4,11.25,3,51
60,4,18.75,1,65
60,3,45,4,60
63,1,15,1,58
63,2,22.5,5,56
63,3,11.25,1,70
63,2,15,3,62
63,3,26.25,5,70
63,1,15,4,55
63,1,15,5,51
63,2,11.25,1,64
63,1,15,2,60
61,2,30,5,63
61,1,18.75,2,56
61,4,22.5,4,69
61,4,18.75,2,66
61,3,18.75,1,63
61,3,18.75,1,56
61,1,15,3,47
61,2,18.75,3,47
60,4,33.75,4,62
60,2,48.75,5,68
60,2,15,3,64
60,4,18.75,1,55
60,3,18.75,2,64
60,2,15,2,48
60,1,41.25,5,54
60,3,45,5,59
60,2,11.25,2,62
60,1,45,5,53
60,1,37.5,5,57
60,2,41.25,4,62
60,2,22.5,1,55
60,4,15,2,62
60,3,15,1,64
63,4,11.25,2,69
63,4,15,3,69
63,2,26.25,5,67
63,4,15,1,53
63,2,11.25,4,52
63,1,15,1,55
63,2,18.75,2,68
63,4,18.75,1,64
60,4,22.5,4,54
60,4,30,5,71
60,4,15,1,59
60,4,22.5,5,52
60,4,15,3,67
60,4,15,3,57
63,3,15,2,66
63,4,37.5,5,71
63,2,18.75,2,52
63,2,18.75,3,55
63,2,33.75,5,68
63,1,11.25,2,61
63,3,37.5,4,59
63,2,15,1,53
63,2,15,2,73
63,2,15,1,57
63,3,37.5,5,62
63,1,26.25,5,63
63,3,11.25,3,63
63,3,22.5,5,64
63,1,15,2,66
63,1,18.75,3,71
64,2,26.25,5,64
64,4,18.75,3,71
64,2,18.75,3,53
64,4,22.5,4,57
64,1,15,2,63
64,2,15,3,73
64,4,45,4,62
64,2,18.75,2,63
64,2,11.25,1,70
63,4,18.75,3,54
63,2,18.75,2,74
63,3,22.5,2,56
63,3,18.75,1,62
63,4,45,5,68
63,2,18.75,1,71
63,1,11.25,1,54
63,1,15,3,74
63,2,52.5,4,62
64,3,15,3,52
64,2,22.5,4,65
64,4,11.25,2,70
64,2,22.5,4,58
64,3,11.25,3,64
64,4,22.5,3,69
63,1,26.25,5,69
63,1,22.5,4,57
63,1,30,4,71
63,1,18.75,2,71
63,1,37.5,5,62
63,2,41.25,4,65
63,1,52.5,5,60
63,1,11.25,2,51
63,2,18.75,3,71
63,2,11.25,5,54
63,3,18.75,3,66
63,2,15,1,57
61,2,22.5,2,54
61,2,18.75,2,70
61,3,11.25,3,63
61,1,26.25,4,65
61,1,22.5,4,49
61,1,48.75,5,65
61,1,18.75,3,67
61,2,33.75,4,58
61,3,15,1,51
61,3,37.5,4,70
61,4,22.5,3,60
62,2,15,3,58
62,1,11.25,3,63
62,2,15,3,64
62,3,11.25,3,62
62,3,37.5,4,69
62,1,11.25,3,59
62,1,18.75,2,53
62,3,45,5,68
62,4,18.75,2,56
63,1,37.5,4,62
63,1,30,5,63
63,2,30,5,66
63,1,15,5,54
63,3,15,2,69
63,3,37.5,4,63
63,4,15,2,61
63,2,22.5,4,60
63,1,33.75,4,62
64,2,18.75,5,52
64,3,22.5,2,61
64,3,45,4,64
64,3,18.75,3,60
64,3,30,5,71
64,4,22.5,2,61
64,2,18.75,3,65
64,4,26.25,4,72
62,4,15,2,60
62,4,30,5,71
62,4,18.75,1,67
62,4,18.75,1,52
62,2,22.5,1,58
62,2,37.5,4,62
63,1,15,2,68
63,2,18.75,3,53
63,1,18.75,2,60
63,2,18.75,3,66
63,3,18.75,2,57
63,1,48.75,4,67
63,1,15,1,70
63,1,15,1,66
63,3,18.75,3,74
63,3,18.75,1,57
63,1,45,4,64
64,4,22.5,2,73
64,4,18.75,4,56
64,2,22.5,4,58
64,3,11.25,1,56
64,4,18.75,2,75
64,3,18.75,2,60
64,1,15,3,66
64,1,22.5,4,51
64,1,41.25,4,61
64,2,15,2,53
64,2,52.5,5,69
64,1,18.75,1,59
64,1,22.5,5,60
64,3,15,2,74
64,3,18.75,3,58
64,3,30,4,71
63,2,18.75,4,50
63,2,45,4,66
63,3,30,5,70
63,3,18.75,1,72
63,4,15,3,60
63,3,11.25,2,51
63,4,22.5,5,68
60,1,18.75,1,68
60,2,48.75,4,52
60,2,41.25,5,59
60,3,15,1,61
60,2,18.75,3,60
60,3,18.75,3,52
60,3,18.75,2,64
60,1,33.75,5,59
60,3,22.5,3,62
60,1,22.5,5,68
60,3,30,5,62
63,2,18.75,3,68
63,3,41.25,4,65
63,1,45,5,71
63,2,15,4,51
63,4,11.25,2,61
63,3,48.75,4,65
63,2,18.75,1,72
63,3,15,3,57
61,4,33.75,5,54
61,4,15,1,65
61,4,18.75,2,54
61,4,52.5,5,60
61,4,22.5,4,68
61,4,15,2,65
63,3,15,3,69
63,4,22.5,2,63
63,4,11.25,3,58
63,4,22.5,1,62
63,4,15,4,55
63,3,15,1,75
63,2,15,3,63
64,1,15,4,51
64,3,48.75,4,64
64,3,22.5,1,65
64,4,30,4,72
64,3,15,5,56
64,2,33.75,5,64
64,3,30,4,70
64,2,18.75,3,57
64,2,15,5,55
64,2,15,2,62
64,2,22.5,1,63
64,1,18.75,5,57
64,3,15,3,77
64,1,18.75,1,62
64,1,18.75,2,59
64,1,15,1,55
64,2,33.75,4,66
64,4,22.5,1,61
64,4,22.5,4,61
64,1,22.5,4,71
64,1,18.75,2,73
64,4,18.75,3,56
64,2,30,4,63
64,3,26.25,5,75
64,1,18.75,1,72
64,1,11.25,1,65
63,1,11.25,4,59
63,1,15,1,57
